"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.917342622E2,5.233743671E1,4.869983340E0,3.254201672E1,1.250000000E0,2.633999939E2,3.790092468E0,4.907572269E0
1.927340319E2,5.233743720E1,4.869965650E0,3.198616011E1,1.289999962E0,2.675000000E2,3.790092468E0,5.492234707E0
1.937340197E2,5.233743543E1,4.869947350E0,3.197082731E1,1.340000033E0,2.533999939E2,3.790092468E0,6.262800694E0
1.947342536E2,5.233743375E1,4.869927910E0,3.197014242E1,1.330000043E0,2.637999878E2,3.790092468E0,6.037434101E0
1.957339953E2,5.233743038E1,4.869910580E0,3.004184406E1,1.360000014E0,2.495000000E2,3.790092468E0,6.092302799E0
1.967342878E2,5.233742746E1,4.869893070E0,2.991359505E1,1.360000014E0,2.632999878E2,3.790092468E0,5.812628269E0
1.977335971E2,5.233742533E1,4.869874720E0,3.038043946E1,1.320000052E0,2.592999878E2,3.790092468E0,5.837150097E0
1.987338236E2,5.233742319E1,4.869856530E0,2.870885620E1,1.309999943E0,2.627000122E2,3.790092468E0,6.263660431E0
1.997343491E2,5.233742146E1,4.869838210E0,2.876591114E1,1.289999962E0,2.622999878E2,3.790092468E0,6.912011147E0
2.007342184E2,5.233742169E1,4.869818890E0,3.066507032E1,1.320000052E0,2.762999878E2,3.790092468E0,6.686279774E0
2.017342111E2,5.233742008E1,4.869798250E0,3.157185555E1,1.389999986E0,2.563999939E2,3.790092468E0,6.406861305E0
2.027344005E2,5.233741603E1,4.869779230E0,3.054235897E1,1.309999943E0,2.506000061E2,3.790092468E0,6.107557774E0
2.037337416E2,5.233741204E1,4.869762300E0,3.131413321E1,1.279999971E0,2.471000061E2,3.790092468E0,5.730928898E0
2.047335826E2,5.233740875E1,4.869745390E0,3.041098168E1,1.289999962E0,2.503999939E2,3.790092468E0,5.202514648E0
2.057337901E2,5.233740701E1,4.869727240E0,3.114833456E1,1.309999943E0,2.598999939E2,3.790092468E0,4.814559460E0
2.067336866E2,5.233740584E1,4.869708870E0,3.147626429E1,1.320000052E0,2.627999878E2,3.790092468E0,4.680947304E0
2.077343007E2,5.233740313E1,4.869691190E0,3.106438511E1,1.309999943E0,2.488999939E2,3.790092468E0,4.522308350E0
2.087337077E2,5.233740041E1,4.869673290E0,3.121274749E1,1.309999943E0,2.551999969E2,3.790092468E0,4.380402088E0
2.097340440E2,5.233739923E1,4.869655810E0,3.021957176E1,1.289999962E0,2.610000000E2,3.790092468E0,4.373767853E0
2.107342580E2,5.233739973E1,4.869637650E0,3.094905424E1,1.299999952E0,2.672000122E2,3.790092468E0,4.431467533E0
2.117335967E2,5.233740072E1,4.869619210E0,3.112018765E1,1.289999962E0,2.700000000E2,3.790092468E0,5.011960506E0
