"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
3.403537632E2,5.238041690E1,4.905484600E0,NaN,NaN,NaN,1.600000000E3,0.000000000E0
3.602767632E2,5.238041690E1,4.905484600E0,NaN,NaN,NaN,1.600000000E3,0.000000000E0
3.802837632E2,5.236936560E1,4.898541200E0,NaN,NaN,NaN,2.299999023E3,0.000000000E0
4.003627632E2,5.236936560E1,4.898541200E0,NaN,NaN,NaN,2.299999023E3,0.000000000E0
4.203167632E2,5.238355670E1,4.910196300E0,NaN,NaN,NaN,1.600000000E3,0.000000000E0
4.403257632E2,5.237914380E1,4.904012600E0,NaN,NaN,NaN,1.200000000E3,0.000000000E0
4.604117632E2,5.236213410E1,4.896014600E0,NaN,NaN,NaN,2.299999023E3,0.000000000E0
4.803567632E2,5.236213410E1,4.896014600E0,NaN,NaN,NaN,2.299999023E3,0.000000000E0
5.003647632E2,5.236213410E1,4.896014600E0,NaN,NaN,NaN,2.299999023E3,0.000000000E0
5.204817632E2,5.236213410E1,4.896014600E0,NaN,NaN,NaN,2.299999023E3,0.000000000E0
5.404037632E2,5.235364760E1,4.891607200E0,NaN,NaN,NaN,2.000000000E3,0.000000000E0
5.604047632E2,5.235364760E1,4.891607200E0,NaN,NaN,NaN,2.000000000E3,0.000000000E0
5.804817632E2,5.235364760E1,4.891607200E0,NaN,NaN,NaN,2.000000000E3,0.000000000E0
6.004367632E2,5.235364760E1,4.891607200E0,NaN,NaN,NaN,2.000000000E3,0.000000000E0
6.204407632E2,5.234875130E1,4.889081600E0,NaN,NaN,NaN,1.899999023E3,0.000000000E0
6.405297632E2,5.235230670E1,4.891784800E0,NaN,NaN,NaN,2.299999023E3,0.000000000E0
6.604657632E2,5.235230670E1,4.891784800E0,NaN,NaN,NaN,2.299999023E3,0.000000000E0
6.804727632E2,5.234540770E1,4.889319800E0,NaN,NaN,NaN,1.700000000E3,0.000000000E0
7.004867632E2,5.234540770E1,4.889319800E0,NaN,NaN,NaN,1.700000000E3,0.000000000E0
7.204967632E2,5.233930740E1,4.883679800E0,NaN,NaN,NaN,6.000000000E2,0.000000000E0
7.405107632E2,5.233930740E1,4.883679800E0,NaN,NaN,NaN,6.000000000E2,0.000000000E0
7.536466732E2,5.233892733E1,4.886068410E0,5.738209234E0,1.582999992E1,2.932000122E2,1.624809837E1,2.395212555E1
7.546550603E2,5.233899747E1,4.885795900E0,6.233879533E0,1.553999996E1,2.913999939E2,5.957318783E0,9.300490379E0
7.556553527E2,5.233902996E1,4.885568640E0,6.231780950E0,1.506000042E1,2.892000122E2,5.052637577E0,7.971257687E0
7.566553439E2,5.233909189E1,4.885344960E0,8.402272330E0,1.550000000E1,2.882000122E2,4.746708393E0,6.807756424E0
7.576549277E2,5.233913944E1,4.885135970E0,7.565732799E0,1.572000027E1,2.875000000E2,4.271539688E0,5.637476444E0
7.586552105E2,5.233918490E1,4.884902650E0,9.416920510E0,1.619000053E1,2.866000061E2,3.928189278E0,4.686043262E0
7.596547404E2,5.233922242E1,4.884659330E0,8.239526832E0,1.656999969E1,2.857000122E2,3.790092468E0,4.289504051E0
7.606555691E2,5.233926479E1,4.884411190E0,7.161868674E0,1.694000053E1,2.846000061E2,3.790092468E0,4.018648148E0
7.616548398E2,5.233930269E1,4.884168060E0,7.358315966E0,1.738999939E1,2.835000000E2,3.790092468E0,3.774199963E0
7.626551813E2,5.233934033E1,4.883920990E0,7.091442757E0,1.784000015E1,2.826000061E2,3.790092468E0,3.498122215E0
7.636551987E2,5.233937500E1,4.883644400E0,7.534082126E0,1.817000008E1,2.816000061E2,3.790092468E0,3.342368603E0
7.646546744E2,5.233940865E1,4.883374920E0,7.431191902E0,1.868000031E1,2.802000122E2,3.790092468E0,3.091565609E0
7.656550818E2,5.233943491E1,4.883099280E0,7.921183229E0,1.919000053E1,2.777999878E2,3.790092468E0,3.151384354E0
7.666553573E2,5.233945390E1,4.882821490E0,8.069427230E0,1.913999939E1,2.756000061E2,3.790092468E0,3.409993172E0
7.676550349E2,5.233946761E1,4.882541940E0,8.089244806E0,1.902000046E1,2.731000061E2,3.790092468E0,3.658636570E0
7.686546935E2,5.233947290E1,4.882264830E0,8.091901029E0,1.895000076E1,2.710000000E2,3.878905296E0,3.867289305E0
7.696549217E2,5.233947347E1,4.881991330E0,8.483407645E0,1.862000084E1,2.698999939E2,4.119439125E0,4.102725983E0
7.706551089E2,5.233946611E1,4.881706340E0,8.412372081E0,1.894000053E1,2.701000061E2,4.707127571E0,4.435453892E0
7.716553701E2,5.233945992E1,4.881426870E0,7.948824242E0,1.894000053E1,2.701000061E2,4.709804058E0,4.709145069E0
7.726552611E2,5.233945320E1,4.881150590E0,7.931261371E0,1.857999992E1,2.696000061E2,4.440150738E0,4.252122402E0
7.736549072E2,5.233945157E1,4.880879240E0,8.063793952E0,1.855999947E1,2.697999878E2,4.427349091E0,4.087296486E0
7.746550879E2,5.233944492E1,4.880599410E0,7.924952291E0,1.865999985E1,2.702000122E2,4.968161106E0,4.245960236E0
7.756550969E2,5.233944409E1,4.880354030E0,8.965765047E0,1.762000084E1,2.697000122E2,3.790092468E0,3.313235283E0
7.766552916E2,5.233944263E1,4.880105150E0,9.995954793E0,1.709000015E1,2.691000061E2,3.790092468E0,3.201127052E0
7.776547640E2,5.233944327E1,4.879856020E0,1.016970204E1,1.703000069E1,2.692000122E2,3.790092468E0,3.097196341E0
7.786554440E2,5.233943776E1,4.879605770E0,1.024956791E1,1.692000008E1,2.688999939E2,3.916581392E0,3.041422844E0
